8262|9|1|(nl) Ace Ventura Pet Detective|movie|57008|http://nettv-xcruiser.com:8000/images/nZirljb8XYbKTWsRQTplDGhx39Q_small.jpg|1553802068|433||||mkv|0|
8263|9|2|(nl) Anger Management|movie|56923|http://nettv-xcruiser.com:8000/images/wsrZrb2Ng3eO4TYmeBufwdKeC3a_small.jpg|1553787955|433||||mkv|0|
8264|9|3|(nl) Bella Donna's|movie|56991|http://nettv-xcruiser.com:8000/images/btWPjQf6vx4WZVKsI6HVc0G3DnU_small.jpg|1553800152|433||||mkv|0|
8265|9|4|(nl) Dead in a Week (Or Your Money Back)|movie|56887|http://nettv-xcruiser.com:8000/images/f4ANVEuEaGy2oP5M0Y2P1dwxUNn_small.jpg|1553781482|433||||mkv|0|
8266|9|5|(nl) F C  De Kampioenen 3: Kampioenen Forever|movie|56914|http://nettv-xcruiser.com:8000/images/9x2MvEUWeE146SkfTR395G0Dt0V_small.jpg|1553786168|433||||mkv|0|
8267|9|6|(nl) Goosebumps|movie|56983|http://nettv-xcruiser.com:8000/images/9yOnWCvpNr6RRhc4zhJdVqR7GKw_small.jpg|1553799451|433||||mkv|0|
8268|9|7|(nl) Hot Pursuit|movie|56932|http://nettv-xcruiser.com:8000/images/rQSebx3Ie1TL12TbHwFoVqRMU5r_small.jpg|1553788787|433||||mkv|0|
8269|9|8|(nl) Johnny English|movie|56970|http://nettv-xcruiser.com:8000/images/fvFOJFDwgtINOxxtrFFiCMUrGdR_small.jpg|1553797545|433||||mkv|0|
8270|9|9|(nl) Johnny English Reborn|movie|56971|http://nettv-xcruiser.com:8000/images/vnS4Lb5rNx2ZucVdrW3TQd6n2AL_small.jpg|1553797615|433||||mkv|0|
8271|9|10|(nl) Movie 43|movie|56907|http://nettv-xcruiser.com:8000/images/dv2rQ4mbFYkPTopmiOdv60DtHht_small.jpg|1553784458|433||||mkv|0|
8272|9|11|(nl) Mr  Popper's Penguins|movie|56934|http://nettv-xcruiser.com:8000/images/lM8qZCWqG90EjCMoKdRrICGo8eA_small.jpg|1553788943|433||||mkv|0|
8273|9|12|(nl) Nothing To Lose|movie|56908|http://nettv-xcruiser.com:8000/images/15g7RCzoqWit51lKTr3zg1NjnBx_small.jpg|1553784533|433||||mkv|0|
8274|9|13|(nl) Rush Hour|movie|56958|http://nettv-xcruiser.com:8000/images/jdfxpW5LF36sHsHjyH8CMBEG4TF_small.jpg|1553791161|433||||mkv|0|
8275|9|14|(nl) Rush Hour 2|movie|56959|http://nettv-xcruiser.com:8000/images/xG43wsvHpOp2QIj2JGQEvmK8dgC_small.jpg|1553791275|433||||mkv|0|
8276|9|15|(nl) Rush Hour 3|movie|56960|http://nettv-xcruiser.com:8000/images/qgaDWYLrnEPJpc5Lp35WbgX7GfS_small.jpg|1553791358|433||||mkv|0|
8277|9|16|(nl) Skiptrace|movie|56982|http://nettv-xcruiser.com:8000/images/sDTGLqXanwudLeOXKqfNgkxjSdU_small.jpg|1553799266|433||||mkv|0|
8278|9|17|(nl) Tamara Drewe|movie|56939|http://nettv-xcruiser.com:8000/images/1n4WyD5IDpVNcPFW8g6pQysjcBa_small.jpg|1553789387|433||||mkv|0|
8279|9|18|(nl) Teefa In Trouble|movie|56903|http://nettv-xcruiser.com:8000/images/x7qCKIIrn2GqJdhT8qBSlW9p47m_small.jpg|1553784038|433||||mkv|0|
8280|9|19|(nl) The Little Rascals Save The Day|movie|56905|http://nettv-xcruiser.com:8000/images/5lbdeQiOIv2voQIYnyXeUF1zrIS_small.jpg|1553784186|433||||mkv|0|
8281|9|20|(nl) Verborgen Verlangen|movie|56946|http://nettv-xcruiser.com:8000/images/2jLNCeQRFKfVxN2u3IAmMUClZZI_small.jpg|1553790101|433||||mkv|0|
8282|9|21|(nl) The Meddler|movie|57211|http://nettv-xcruiser.com:8000/images/jRkOmIqH0FicZBgkQSOip49syxl_small.jpg|1553906907|433||||mkv|0|
8283|9|22|(nl) War On Everyone|movie|57228|http://nettv-xcruiser.com:8000/images/wBx9dHmSIdtHLdrC7inEsu1sErD_small.jpg|1553907767|433||||mkv|0|
8284|9|23|(nl) Wat Mannen Willen|movie|57227|http://nettv-xcruiser.com:8000/images/6Hjqod5pAFwAMor7fvqQ5BKjuVl_small.jpg|1553907710|433||||mkv|0|
8285|9|24|(nl) Who Is Alice|movie|57224|http://nettv-xcruiser.com:8000/images/eIlfBm1lp26lP0vJvzQgfYbzftD_small.jpg|1553907574|433||||mkv|0|
8286|9|25|(nl) Wilson|movie|57222|http://nettv-xcruiser.com:8000/images/m63h5MxevYrKn3720hVgKZAx86S_small.jpg|1553907467|433||||mkv|0|
8287|9|26|(nl) Wizards Of Waverly Place|movie|57218|http://nettv-xcruiser.com:8000/images/aZFRGUAFKg6RDs8c05OnAXJ7d3O_small.jpg|1553907278|433||||mkv|0|
8288|9|27|(nl) Twins|movie|57242|http://nettv-xcruiser.com:8000/images/i0mKmkxhLQuYBR9JPjShMbse2k6_small.jpg|1553938270|433||||mkv|0|
8289|9|28|(nl) Yogi Beer|movie|57237|http://nettv-xcruiser.com:8000/images/kOK8svJ4D3rZf9mM1hKl8rS6UL8_small.jpg|1553938031|433||||mkv|0|
8290|9|29|(nl) Smashed|movie|57397|http://nettv-xcruiser.com:8000/images/clBwWIRhFqYiHIUbveYgoPnB3fV_small.jpg|1553950985|433||||mkv|0|
8291|9|30|(nl) Sneeuwwitje En De Zeven Kleine Mensen|movie|57393|http://nettv-xcruiser.com:8000/images/cvntF1CASmYptAqcdg7xLnocBeE_small.jpg|1553950735|433||||mkv|0|
8292|9|31|(nl) Soof 2|movie|57390|http://nettv-xcruiser.com:8000/images/ttwN1G1y5yVih2pG3tOKcLrmDqg_small.jpg|1553950604|433||||mkv|0|
8293|9|32|(nl) Spion Van Oranje|movie|57387|http://nettv-xcruiser.com:8000/images/uVeUzfJPw0XbUDFYMHuwW5vZay3_small.jpg|1553950429|433||||mkv|0|
8294|9|33|(nl) Spion Van Oranje|movie|57378|http://nettv-xcruiser.com:8000/images/uVeUzfJPw0XbUDFYMHuwW5vZay3_small.jpg|1553948614|433||||mkv|0|
8295|9|34|(nl) Straight A's|movie|57357|http://nettv-xcruiser.com:8000/images/A8XPFHVquE6hl6wI3Hl5LPnd9Du_small.jpg|1553947241|433||||mkv|0|
8296|9|35|(nl) The Boss Baby Nl Gesproken|movie|57329|http://nettv-xcruiser.com:8000/images/wsV5ZYhvHJ94dkE4ObRowR5jdSR_small.jpg|1553944952|433||||mkv|0|
8297|9|36|(nl) The Brass Teapot|movie|57327|http://nettv-xcruiser.com:8000/images/6txTmb8OIimrQezgD8ERMmrrbnT_small.jpg|1553944798|433||||mkv|0|
8298|9|37|(nl) The Oath|movie|57289|http://nettv-xcruiser.com:8000/images/sFOl3gdmdu7gM1IZ7X1b9bvjbjP_small.jpg|1553942499|433||||mkv|0|
8299|9|38|(nl) The Details|movie|57316|http://nettv-xcruiser.com:8000/images/c9dtcoL8UeLpJatf9nYljVPNyWH_small.jpg|1553943802|433||||mkv|0|
8300|9|39|(nl) The Guilt Trip|movie|57308|http://nettv-xcruiser.com:8000/images/kSkn9lunpGQClYzpmcu7fnTX8ZZ_small.jpg|1553943419|433||||mkv|0|
8301|9|40|(nl) The Time Of Their Lives|movie|57265|http://nettv-xcruiser.com:8000/images/so72IK4OMpwEhDEe3jXDGbvQY42_small.jpg|1553939507|433||||mkv|0|
8302|9|41|(nl) Shrek 1 (nl Gesproken)|movie|57432|http://nettv-xcruiser.com:8000/images/140ewbWv8qHStD3mlBDvvGd0Zvu_small.jpg|1553953696|433||||mkv|0|
8303|9|42|(nl) Shrek 2 (nl Gesproken)|movie|57431|http://nettv-xcruiser.com:8000/images/akWDA0BMVYK4OTM92T5i91DYnsT_small.jpg|1553953658|433||||mkv|0|
8304|9|43|(nl) Sightseers|movie|57426|http://nettv-xcruiser.com:8000/images/zyXbeDmxPMbEhoOtzyIBPmGMe8x_small.jpg|1553953318|433||||mkv|0|
8305|9|44|(nl) Reality High|movie|57520|http://nettv-xcruiser.com:8000/images/wUXT3KEh6vjDzwYKiYWwdJNfZOW_small.jpg|1553969957|433||||mkv|0|
8306|9|45|(nl) Rough Night|movie|57498|http://nettv-xcruiser.com:8000/images/d7TL6035twoseTL31NhD7NcyGet_small.jpg|1553967507|433||||mkv|0|
8307|9|46|(nl) Save The Date|movie|57473|http://nettv-xcruiser.com:8000/images/tHw2kGuFcFlNfFxQQA2MM0kZ8Nn_small.jpg|1553965998|433||||mkv|0|
8308|9|47|(nl) Scary Movie 2|movie|57463|http://nettv-xcruiser.com:8000/images/tSGWhSResV2Cnqqr91TGKyZzf79_small.jpg|1553965412|433||||mkv|0|
8309|9|48|(nl) Scary Movie 3|movie|57462|http://nettv-xcruiser.com:8000/images/jlzEF7sTseYDB9H5dN29YFZt5Na_small.jpg|1553965360|433||||mkv|0|
8310|9|49|(nl) Scary Movie 5|movie|57460|http://nettv-xcruiser.com:8000/images/zYptQLRnePlv5rYg2kYOCZ3C31Q_small.jpg|1553965270|433||||mkv|0|
8311|9|50|(nl)  Problemski Hotel|movie|68929|http://nettv-xcruiser.com:8000/images/V8NcA6CjQBgxmxSKv4yO0h2N69_small.jpg|1559312040|433||||avi|0|
8312|9|51|(nl)  Rokjesdag|movie|68942|http://nettv-xcruiser.com:8000/images/qHCvWpQiMz5hEi4XnSx8wvnNcwx_small.jpg|1559312043|433||||mkv|0|
8313|9|52|(nl)  Table 19|movie|68975|http://nettv-xcruiser.com:8000/images/vz0CWnSwcQz1si7pLZp4hC4A1zi_small.jpg|1559312051|433||||avi|0|
8314|9|53|(nl)  The Big Short|movie|68988|http://nettv-xcruiser.com:8000/images/p11Ftd4VposrAzthkhF53ifYZRl_small.jpg|1559312054|433||||avi|0|
8315|9|54|(nl)  The Bronze|movie|68992|http://nettv-xcruiser.com:8000/images/g9l0GiyeIROAK7r5DbrxBr5LZ1k_small.jpg|1559312055|433||||avi|0|
8316|9|55|(nl) The Meyerowitz Stories (New and Selected)|movie|57293|http://nettv-xcruiser.com:8000/images/c9teDTgwxgnb7wnZjZo4oNcF80R_small.jpg|1553942670|433||||mkv|0|
8317|9|56|(nl) The Santa Clause|movie|57022|http://nettv-xcruiser.com:8000/images/hrZjAYAF1o37k4Qb442c4yxwVLw_small.jpg|1553803343|433||||mkv|0|
8318|9|57|(nl) Voor Elkaar Gemaakt|movie|69093|http://nettv-xcruiser.com:8000/images/dfU8UAr7hSh6CPeyoG7NMBMmdFx_small.jpg|1559312080|433||||mkv|0|
