13604|9|1|BEIN NEWS HD|live|16046|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg||1518001927|89|||0|0|
13605|9|2|BEIN SPORTS HD|live|51439|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports ARB|1546270137|89|||0|0|
13606|9|3|BEIN SPORTS 1 HD|live|9480|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 1 ARB|1493816647|89|||0|0|
13607|9|4|BEIN SPORTS 2 HD|live|13371|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|Bahrain Sport 2 ARB|1514202908|89|||0|0|
13608|9|5|BEIN SPORTS 3 HD|live|9484|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 3 ARB|1493816777|89|||0|0|
13609|9|6|BEIN SPORTS 4 HD|live|9486|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 4 ARB|1493816840|89|||0|0|
13610|9|7|BEIN SPORTS 5 HD|live|9488|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 5 ARB|1493816904|89|||0|0|
13611|9|8|BEIN SPORTS 6 HD|live|9490|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 6 ARB|1493816958|89|||0|0|
13612|9|9|BEIN SPORTS 7 HD|live|9492|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 7 ARB|1493817021|89|||0|0|
13613|9|10|BEIN SPORTS 8 HD|live|9494|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 8 ARB|1493817109|89|||0|0|
13614|9|11|BEIN SPORTS 9 HD|live|9496|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 9 ARB|1493817185|89|||0|0|
13615|9|12|BEIN SPORTS 10 HD|live|9497|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 10 ARB|1493817274|89|||0|0|
13616|9|13|BEIN SPORTS 11 HD|live|9498|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 11 HD ARB|1493817309|89|||0|0|
13617|9|14|BEIN SPORTS 12 HD|live|9499|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 12 HD ARB|1493817338|89|||0|0|
13618|9|15|BEIN SPORTS 1 HD+|live|33261|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN SPORTS 1 FR|1537228109|89|||0|0|
13619|9|16|BEIN SPORTS 2 HD+|live|33262|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN SPORTS 2 FR|1537228158|89|||0|0|
13620|9|17|BEIN SPORTS 3 HD+|live|33263|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN SPORTS 3 FR|1537228204|89|||0|0|
13621|9|18|BEIN SPORTS 4 HD+|live|33264|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 4 ARB|1537228255|89|||0|0|
13622|9|19|BEIN SPORTS 5 HD+|live|33265|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 5 ARB|1537228309|89|||0|0|
13623|9|20|BEIN SPORTS 6 HD+|live|33266|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 6 ARB|1537228358|89|||0|0|
13624|9|21|BEIN SPORTS 7 HD+|live|33267|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 7 ARB|1537228403|89|||0|0|
13625|9|22|BEIN SPORTS 8 HD+|live|33268|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 8 ARB|1537228443|89|||0|0|
13626|9|23|BEIN SPORTS 9 HD+|live|33269|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 9 ARB|1537228491|89|||0|0|
13627|9|24|BEIN SPORTS 10 HD+|live|33270|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 10 ARB|1537228537|89|||0|0|
13628|9|25|BEIN SPORTS 11 HD+|live|33271|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 11 HD ARB|1537228587|89|||0|0|
13629|9|26|BEIN SPORTS 12 HD+|live|33272|https://lh3.googleusercontent.com/jBDZq3aBmCXuvtuJHEasqsdYPRxMBGzYmEha4dMlgoIk19Zlh6BGQC08Zt6Ifrmzhg|beIN Sports 12 HD ARB|1537228635|89|||0|0|
13630|9|27|BEIN SPORTS 1 FULL HD|live|83628|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 1 ARB|1563722818|89|||0|0|
13631|9|28|BEIN SPORTS 2 FULL HD|live|83627|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 2 ARB|1563722818|89|||0|0|
13632|9|29|BEIN SPORTS 3 FULL HD|live|83626|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 3 ARB|1563722818|89|||0|0|
13633|9|30|BEIN SPORTS 4 FULL HD|live|83625|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 4 ARB|1563722818|89|||0|0|
13634|9|31|BEIN SPORTS 5 FULL HD|live|83624|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 5 ARB|1563722818|89|||0|0|
13635|9|32|BEIN SPORTS 6 FULL HD|live|83623|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 6 ARB|1563722818|89|||0|0|
13636|9|33|BEIN SPORTS 7 FULL HD|live|83622|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 7 ARB|1563722817|89|||0|0|
13637|9|34|BEIN SPORTS 9 FULL HD|live|83621|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 9 ARB|1563722817|89|||0|0|
13638|9|35|BEIN SPORTS 10 FULL HD|live|83620|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 10 ARB|1563722817|89|||0|0|
13639|9|36|BEIN SPORTS 11 FULL HD|live|83619|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 11 HD ARB|1563722817|89|||0|0|
13640|9|37|BEIN SPORTS 12 FULL HD|live|83618|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 12 HD ARB|1563722817|89|||0|0|
13641|9|38|BEIN SPORTS 13 FULL HD|live|83617|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 13 HD ARB|1563722817|89|||0|0|
13642|9|39|BEIN SPORTS 1 4K HEVC|live|83616|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 1 ARB|1563722817|89|||0|0|
13643|9|40|BEIN SPORTS 2 4K HEVC|live|83615|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 2 ARB|1563722817|89|||0|0|
13644|9|41|BEIN SPORTS 3 4K HEVC|live|83614|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 3 ARB|1563722817|89|||0|0|
13645|9|42|BEIN SPORTS 4 4K HEVC|live|83613|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 4 ARB|1563722817|89|||0|0|
13646|9|43|BEIN SPORTS 5 4K HEVC|live|83612|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 5 ARB|1563722817|89|||0|0|
13647|9|44|BEIN SPORTS 6 4K HEVC|live|83611|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 6 ARB|1563722817|89|||0|0|
13648|9|45|BEIN SPORTS 7 4K HEVC|live|83610|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 7 ARB|1563722817|89|||0|0|
13649|9|46|BEIN SPORTS 8 4K HEVC|live|83609|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 8 ARB|1563722817|89|||0|0|
13650|9|47|BEIN SPORTS 9 4K HEVC|live|83608|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 9 ARB|1563722817|89|||0|0|
13651|9|48|BEIN SPORTS 10 4K HEVC|live|83607|http://www.tv-logo.com/pt-data/uploads/images/logo/be_in_sport.jpg|beIN Sports 10 ARB|1563722817|89|||0|0|
